"across 1 warehouse","di 1 gudang",""
"across {0} warehouses","di {0} gudang",""
"Have a coupon code?","Apakah Anda memiliki kode kupon?",""
"Enter your promotional or gift card code below","Masukkan kode promosi atau kartu hadiah di bawah ini",""
"ENTER-CODE-HERE","MASUKKAN-KODE-DISINI",""
"Code is case-insensitive","Tidak membedakan huruf besar dan kecil",""
"My Gift Cards ({0})","Kartu Hadiah Saya ({0})",""
"Coupon Applied Successfully!","Kupon Berhasil Digunakan!",""
"Discount Amount","Nilai Diskon",""
"Please enter a coupon code","Masukkan kode kupon",""
"The coupon code you entered is not valid","Kode kupon yang Anda masukkan tidak valid.",""
"This coupon requires a minimum purchase of ","Kupon ini memerlukan pembelian minimum sebesar ",""
"Failed to apply coupon. Please try again.","Gagal menerapkan kupon. Coba lagi.",""
"Discount has been removed","Diskon telah dihapus",""
"Search countries...","Cari negara...",""
"No countries found","Tidak ada negara yang ditemukan",""
"Create New Customer","Buat Pelanggan Baru",""
"Customer Name","Nama Pelanggan",""
"Enter customer name","Masukkan nama pelanggan",""
"Mobile Number","Nomor Ponsel",""
"Search country or code...","Cari negara atau kode negara",""
"Enter phone number","Masukkan nomor telepon",""
"Enter email address","Masukkan alamat email",""
"Customer Group","Grup Pelanggan",""
"Select Customer Group","Pilih Grup Pelanggan",""
"Territory","Wilayah",""
"Select Territory","Pilih Wilayah",""
"Permission Required","Izin Diperlukan",""
"You don't have permission to create customers. Contact your administrator.","Anda tidak memiliki izin untuk membuat pelanggan baru. Hubungi administrator.",""
"Individual","Individu",""
"All Territories","Semua Wilayah",""
"Customer {0} created successfully","Pelanggan {0} berhasil dibuat",""
"Failed to create customer","Gagal membuat pelanggan baru",""
"Customer Name is required","Nama pelanggan wajib diisi",""
"Promotion & Coupon Management","Manajemen Promosi & Kupon",""
"Manage promotional schemes and coupons","Kelola skema promosi dan kupon",""
"Promotional Schemes","Skema Promosi",""
"Coupons","Kupon",""
"Search promotions...","Cari promosi...",""
"Active Only","Hanya yang Aktif",""
"Expired Only","Hanya Kedaluwarsa",""
"Not Started","Belum Mulai",""
"Disabled Only","Hanya yang Tidak Aktif",""
"Create New Promotion","Buat Promosi Baru",""
"Create permission required","Izin pembuatan diperlukan",""
"No promotions found","Tidak ada promosi",""
"Rule","Aturan",""
"Scheme","Skema",""
"No expiry","Tidak ada tanggal kedaluwarsa",""
"Select a Promotion","Pilih Penawaran",""
"Choose a promotion from the list to view and edit, or create a new one to get started","Pilih promosi dari daftar untuk lihat dan ubah, atau buat yang baru untuk mulai.",""
"You don't have permission to create promotions","Anda tidak punya izin untuk membuat promosi",""
"Edit Promotion","Ubah Promosi",""
"Pricing Rule","Aturan Harga",""
"Promotional Scheme","Skema Promosi",""
"Fill in the details to create a new promotional scheme","Isi detail untuk membuat skema promosi baru.",""
"View pricing rule details (read-only)","Lihat detail aturan harga (baca-saja)",""
"Update the promotion details below","Perbarui detail promosi di bawah ini",""
"Read-only: Edit in ERPNext","Baca-saja: Ubah di ERPNext",""
"Enable","Aktifkan",""
"Basic Information","Informasi Dasar",""
"Promotion Name","Nama Penawaran",""
"e.g., Summer Sale 2025","misalnya, Ramadhan 2025",""
"Valid From","Berlaku Mulai",""
"Valid Until","Berlaku Sampai",""
"Apply On","Terapkan Pada",""
"Specific Items","Item Spesifik",""
"Item Groups","Grup Item",""
"Brands","Merek",""
"Entire Transaction","Semua Transaksi",""
"Select {0}","Pilih {0}",""
"Required","Diperlukan",""
"Search items... (min 2 characters)","Cari item... (min. 2 huruf)",""
"Searching from {0} cached items","Mencari dari {0} item cache",""
"-- Select Item Group --","-- Pilih Grup Item --",""
"-- Select Brand --","-- Pilih Merek --",""
"Discount Details","Detail Diskon",""
"Discount Type","Jenis Diskon",""
"Discount (%)","Diskon (%)",""
"discount ({0})","Diskon ({0})",""
"Free Item","Item Gratis",""
"Search item... (min 2 characters)","Cari item... (min. 2 huruf)",""
"Free Quantity","Jumlah Item Gratis",""
"Minimum Quantity","Kuantitas Minimum",""
"Maximum Quantity","Kuantitas Maksimum",""
"Minimum Amount ({0})","Jumlah Minimum ({0})",""
"Maximum Amount ({0})","Jumlah Maksimum ({0})",""
"Delete Promotion","Hapus Penawaran",""
"Are you sure you want to delete <strong>\{0}\""<strong>?""","Apakah Anda yakin ingin menghapus <strong>\{0}\""<strong>?""",""
"This will also delete all associated pricing rules. This action cannot be undone.","Semua aturan harga terkait juga akan dihapus. Tindakan ini tidak bisa dibatalkan.",""
"Percentage","Persentase",""
"Fixed Amount","Jumlah tetap",""
"Failed to load item groups","Gagal memuat grup item",""
"Failed to load brands","Merek gagal dimuat",""
"Promotion created successfully","Promosi berhasil dibuat",""
"Failed to create promotion","Gagal membuat promosi",""
"Promotion updated successfully","Promosi berhasil diperbarui",""
"Failed to update promotion","Promosi gagal diperbarui",""
"Promotion status updated successfully","Status promosi berhasil diperbarui",""
"Failed to update promotion status","Status promosi gagal diperbarui",""
"Promotion deleted successfully","Promosi berhasil dihapus",""
"Failed to delete promotion","Promosi gagal dihapus",""
"Failed to load promotion details","Detail promosi gagal dimuat",""
"An error occurred","Terjadi kesalahan",""
"Please enter a promotion name","Silakan masukkan nama promosi",""
"Promotion \{0}\"" already exists. Please use a different name.""","Promosi \{0}\"" sudah ada. Silakan gunakan nama lain.""",""
"Please select at least one {0}","Silakan pilih setidaknya satu {0}",""
"Partially Paid ({0})","Dibayar Sebagian ({0})",""
"Unpaid ({0})","Belum dibayar ({0})",""
"Overdue ({0})","Jatuh Tempo ({0})",""
"Outstanding Payments","Menunggu Pembayaran",""
"{0} paid","{0} selesai dibayar",""
"No Unpaid Invoices","Tidak ada tagihan yang belum dibayar.",""
"All invoices are fully paid","Semua tagihan telah dibayar/lunas",""
"No invoices found","Faktur tidak ditemukan",""
"Date & Time","Tanggal & Waktu",""
"No draft invoices","Tidak ada draf faktur",""
"Save invoices as drafts to continue later","Anda dapat menyimpan faktur sebagai draf untuk dilanjutkan nanti",""
"Customer: {0}","Pelanggan: {0}",""
"Print draft","Cetak draf",""
"Delete draft","Hapus draf",""
"{0} item(s)","{0} Item(s)",""
"+{0} more","+{0} lainnya",""
"No return invoices","Tidak ada faktur pengembalian",""
"Return invoices will appear here","Faktur pengembalian akan muncul di sini",""
"Against: {0}","Terhadap: {0}",""
"Drafts","Draf",""
"Failed to load unpaid invoices","Gagal memuat faktur yang belum dibayar",""
"Select Batch Numbers","Pilih Nomor Batch",""
"Select Serial Numbers","Pilih Nomor Seri",""
"Select Batch Number","Pilih Nomor Batch",""
"Qty: {0}","Qty: {0}",""
"Exp: {0}","Exp: {0}",""
"Select Serial Numbers ({0}/{1})","Pilih nomor seri ({0}/{1})",""
"Warehouse: {0}","Gudang: {0}",""
"Or enter serial numbers manually (one per line)","Atau masukkan nomor seri secara manual (satu per baris)",""
"Enter serial numbers...","Masukkan nomor seri...",""
"Change language: {0}","Ubah bahasa: {0}",""
"<strong>{0}</strong> of <strong>{1}</strong> invoice(s)","<strong>{0}</strong> dari <strong>{1}</strong> faktur",""
"From Date","Dari Tanggal",""
"To Date","Sampai tanggal",""
"Save these filters as...","Simpan filter ini sebagai...",""
"Saved Filters","Filter tersimpan",""
"Partial","Sebagian",""
"Delete \{0}\""?""","Hapus \{0}\""?""",""
"Install POSNext","Pasang POSNext",""
"Faster access and offline support","Akses lebih cepat dan dukungan offline",""
"Snooze for 7 days","Tunda 7 hari",""
"Install","Pasang",""
"Close (shows again next session)","Tutup (muncul lagi di sesi berikutnya)",""
"Searching...","Sedang mencari...",""
"No options available","Tidak ada pilihan yang tersedia",""
"Clear selection","Hapus pilihan",""
"Load more ({0} remaining)","Muat lagi (sisa {0})",""
"Search...","Cari...",""
"Search coupons...","Cari kupon...",""
"Expired","Kedaluwarsa",""
"Exhausted","Habis",""
"All Types","Semua Jenis",""
"POS Next","",""
"View items","Lihat item",""
"View cart","Lihat keranjang",""
"View cart with {0} items","Lihat keranjang dengan {0} item",""
"Hr","Jam",""
"Min","Menit",""
"Sec","Detik",""
"{0} paid of {1}","{0} dibayarkan dari {1}",""
"Sales Persons","Tenaga Penjualan",""
"Sales Person","Tenaga Penjualan",""
"1 selected","1 terpilih",""
"Selected:","Terpilih:",""
"Total: {0}% (should be 100%)","Total: {0}% (seharusnya 100%)",""
"Commission: {0}%","Komisi: {0}%",""
"Search to add sales persons","Cari untuk menambahkan tenaga penjualan",""
"Loading sales persons...","Memuat tenaga penjualan...",""
"No sales persons found","Tidak ditemukan tenaga penjualan",""
"Additional Discount","Diskon Tambahan",""
"% Percent","%",""
"{0} Amount","Jumlah {0}",""
"Select payment method to add","Pilih metode pembayaran untuk ditambahkan",""
"Added","Ditambahkan",""
"Quick amounts for {0}","Input cepat untuk {0}",""
"Custom amount","Jumlah khusus",""
"Payment Breakdown","Rincian Pembayaran",""
"Apply Credit","Gunakan Kredit",""
"Pay on Account","Bayar Tempo (Kredit)",""
"Maximum allowed discount is {0}%","Diskon maksimum yang diperbolehkan adalah {0}%",""
"Maximum allowed discount is {0}% ({1} {2})","Diskon maksimum yang diperbolehkan adalah {0}% ({1} {2})",""
"Create new customer","Buat pelanggan baru",""
"Remove customer","Hapus Pelanggan",""
"Search or add customer...","Cari atau tambahkan pelanggan...",""
"Search customer in cart","Cari pelanggan di dalam keranjang",""
"Select items to start or choose a quick action","Pilih item untuk mulai, atau pilih aksi cepat",""
"View current shift details","Lihat detail shift saat ini",""
"View draft invoices","Lihat draf faktur",""
"View invoice history","Lihat riwayat faktur",""
"Process return invoice","Proses faktur pengembalian",""
"Close current shift","Tutup shift saat ini",""
"{0} free item(s) included","{0} item gratis disertakan",""
"+{0} FREE","+{0} Gratis",""
"Remove {0}","Hapus {0}",""
"Remove item","Hapus item",""
"Decrease quantity","Kurangi kuantitas",""
"Increase quantity","Tambah kuantitas",""
"Click to change unit","Klik untuk mengubah satuan unit",""
"Only one unit available","Hanya satu unit yang tersedia",""
"Total Quantity","Jumlah Kuantitas",""
"Proceed to payment","Lanjutkan ke pembayaran",""
"Hold order as draft","Tunda pesanan sebagai draf",""
"Hold","Tunda",""
"Offers","Penawaran",""
"Coupon","Kupon",""
"Edit Item Details","Ubah Detail Item",""
"Edit item quantity, UOM, warehouse, and discount","Ubah jumlah, satuan, gudang, dan diskon item",""
"Default","Bawaan",""
"Item Discount","Diskon Barang",""
"Percentage (%)","Persentase (%)",""
"Checking Stock...","Memeriksa Stok...",""
"No Stock Available","Stok Habis",""
"Update Item","Perbarui Item",""
"\{0}\"" is not available in warehouse \""{1}\"". Please select another warehouse.""","\{0}\"" tidak tersedia di gudang \""{1}\"". Silakan pilih gudang lain.""",""
"Only {0} units of \{1}\"" available in \""{2}\"". Current quantity: {3}""","Hanya ada {0} unit \{1}\"" yang tersedia di \""{2}\"". Jumlah saat ini: {3}""",""
"{0} units available in \{1}\""""","{0} unit tersedia di \{1}\""""",""
"Available Offers","Penawaran yang Tersedia",""
"Loading offers...","Memuat penawaran...",""
"Applying offer...","Penawaran sedang diterapkan...",""
"No offers available","Tidak ada penawaran yang tersedia",""
"Add items to your cart to see eligible offers","Tambahkan item ke keranjang belanja Anda untuk melihat penawaran yang berlaku.",""
"APPLIED","DITERAPKAN",""
"Applied","Diterapkan",""
"PRICING RULE","ATURAN HARGA",""
"PROMO SCHEME","SKEMA PROMOSI",""
"{0}% OFF","Diskon {0}%",""
"{0} OFF","Diskon {0}",""
"Special Offer","Penawaran Khusus",""
"+ Free Item","+ Item Gratis",""
"Min Purchase","Pembelian Minimum",""
"Min Quantity","Jumlah minimum",""
"Subtotal (before tax)","Subtotal (sebelum pajak)",""
"Add {0} more to unlock","Tambahkan {0} untuk mendapatkan penawaran",""
"Remove Offer","Hapus Penawaran",""
"Apply Offer","Terapkan Penawaran",""
"Create Return Invoice","Buat Faktur Pengembalian",""
"Select Invoice to Return","Pilih faktur untuk menyelesaikan proses pengembalian",""
"Search by invoice number or customer name...","Cari berdasarkan nomor faktur atau nama pelanggan...",""
"Search by invoice number or customer...","Cari berdasarkan nomor faktur atau pelanggan...",""
"Process Return","Proses Pengembalian",""
"Select Items to Return","Pilih item yang ingin dikembalikan",""
"⚠️ {0} already returned","⚠️ {0} sudah dikembalikan",""
"Return Qty:","Jumlah pengembalian:",""
"of {0}","dari {0}",""
"No items available for return","Tidak ada item yang dapat dikembalikan.",""
"Refund Payment Methods","Metode Pengembalian Dana",""
"+ Add Payment","+ Tambah Pembayaran",""
"Select method...","Pilih metode...",""
"Select payment method...","Pilih metode pembayaran...",""
"Total Refund:","Total Pengembalian Dana:",""
"Payment Total:","Total yang Dibayarkan:",""
"⚠️ Payment total must equal refund amount","⚠️ Jumlah pembayaran total harus sama dengan jumlah pengembalian dana",""
"Return Summary","Ringkasan Pengembalian",""
"Items to Return:","Item yang dapat dikembalikan:",""
"Refund Amount:","Jumlah pengembalian dana:",""
"Enter reason for return (e.g., defective product, wrong item, customer request)...","Masukkan alasan pengembalian (mis. produk cacat, salah item, permintaan pelanggan)...",""
"{0} item(s) selected","{0} item dipilih",""
"Create Return","Buat Faktur Pengembalian",""
"OK","OK",""
"Invoice must be submitted to create a return","Faktur harus disetujui agar pengembalian dana dapat diproses",""
"Cannot create return against a return invoice","Pengembalian dana tidak dapat dibuat dari faktur pengembalian",""
"All items from this invoice have already been returned","Semua item dari faktur ini telah dikembalikan",""
"Return against {0}","Pengembalian dari {0}",""
"Failed to create return invoice","Gagal membuat faktur pengembalian",""
"Failed to load recent invoices","Faktur terbaru gagal dimuat",""
"{0}: maximum {1}","{0}: Maksimum {1}",""
"Adjust return quantities before submitting.\n\n{0}","Sesuaikan jumlah pengembalian sebelum diproses.\n\n{0}",""
"{0} Pending Invoice(s)","{0} Faktur Tertunda",""
"These invoices will be submitted when you're back online","Faktur-faktur ini akan diproses saat Anda kembali online",""
"Sync All","Sinkronkan Semua",""
"No pending offline invoices","Tidak ada faktur offline yang tertunda",""
"Walk-in Customer","Pelanggan Langsung",""
"{0} failed","{0} gagal",""
"Payments:","Pembayaran:",""
"Edit Invoice","Ubah Faktur",""
"Are you sure you want to delete this offline invoice?","Apakah Anda yakin ingin menghapus tagihan offline ini?",""
"This action cannot be undone.","Tindakan ini tidak dapat dibatalkan",""
"Just now","Baru saja",""
"{0} minutes ago","{0} menit yang lalu",""
"{0} hours ago","{0} jam yang lalu",""
"POS Settings","Pengaturan POS",""
"Save Changes","Simpan Perubahan",""
"Loading settings...","Memuat pengaturan...",""
"Stock Management","Manajemen Stok",""
"Configure warehouse and inventory settings","Pengaturan gudang dan inventaris",""
"Stock Controls","Kontrol Stok",""
"Warehouse Selection","Pemilihan Gudang",""
"Loading warehouses...","Memuat Gudang...",""
"Active Warehouse","Gudang Aktif",""
"All stock operations will use this warehouse. Stock quantities will refresh after saving.","Semua operasi stok akan menggunakan gudang ini. Jumlah stok akan diperbarui setelah disimpan.",""
"Stock Validation Policy","Kebijakan Validasi Stok",""
"Allow Negative Stock","Izinkan Stok Negatif",""
"Enable selling items even when stock reaches zero or below. Integrates with ERPNext stock settings.","Memungkinkan penjualan barang bahkan ketika stok mencapai nol atau kurang. Terintegrasi dengan pengaturan stok ERPNext.",""
"Background Stock Sync","Sinkronisasi Stok di Latar Belakang",""
"Enable Automatic Stock Sync","Aktifkan Sinkronisasi Stok Otomatis",""
"Periodically sync stock quantities from server in the background (runs in Web Worker)","Sinkronkan jumlah stok secara berkala dari server di latar belakang (berjalan di Web Worker)",""
"Sync Interval (seconds)","Interval Sinkronisasi (detik)",""
"How often to check server for stock updates (minimum 10 seconds)","Seberapa sering server diperiksa untuk pembaruan stok (minimal 10 detik)",""
"Warehouse not set","Gudang belum diatur",""
"Network Usage:","Penggunaan Jaringan:",""
"~15 KB per sync cycle","~15 KB per siklus sinkronisasi",""
"~{0} MB per hour","~{0} MB per jam",""
"Sales Management","Manajemen Penjualan",""
"Configure pricing, discounts, and sales operations","Konfigurasikan harga, diskon, dan operasional penjualan",""
"Sales Controls","Kontrol Penjualan",""
"Pricing & Discounts","Harga & Diskon",""
"Tax Inclusive","Harga sudah termasuk pajak",""
"When enabled, displayed prices include tax. When disabled, tax is calculated separately. Changes apply immediately to your cart when you save.","Saat diaktifkan, harga yang ditampilkan sudah termasuk pajak. Saat dinonaktifkan, pajak dihitung secara terpisah. Perubahan akan langsung berlaku pada keranjang belanja Anda saat Anda menyimpan.",""
"Max Discount (%)","Diskon Maksimum (%)",""
"Maximum discount per item","Diskon maksimal per item",""
"Use Percentage Discount","Gunakan Diskon Persentase",""
"Show discounts as percentages","Tampilkan diskon dalam bentuk persentase",""
"Allow Additional Discount","Berikan Diskon Tambahan",""
"Enable invoice-level discount","Aktifkan diskon tingkat faktur",""
"Allow Item Discount","Izinkan Diskon Barang",""
"Enable item-level discount in edit dialog","Aktifkan diskon tingkat item di dialog edit",""
"Disable Rounded Total","Nonaktifkan Pembulatan Total",""
"Show exact totals without rounding","Tampilkan total yang tepat tanpa pembulatan",""
"Sales Operations","Operasi Penjualan",""
"Allow Credit Sale","Izinkan Penjualan Kredit",""
"Enable sales on credit","Aktifkan penjualan secara kredit",""
"Allow Return","Izinkan Pengembalian",""
"Enable product returns","Aktifkan pengembalian item",""
"Allow Write Off Change","Izinkan Hapus Kembalian",""
"Write off small change amounts","Hapus kembalian kecil",""
"Allow Partial Payment","Izinkan Pembayaran Sebagian",""
"Enable partial payment for invoices","Aktifkan pembayaran sebagian untuk faktur",""
"Print without confirmation","Cetak tanpa konfirmasi",""
"No POS Profile Selected","Tidak ada Profil POS yang Dipilih",""
"Please select a POS Profile to configure settings","Silakan pilih Profil POS untuk mengkonfigurasi pengaturan",""
"Failed to load settings","Gagal memuat pengaturan",""
"POS Profile not found","Profil POS tidak ditemukan",""
"Settings saved successfully","Pengaturan berhasil disimpan",""
"Settings saved, warehouse updated, and tax mode changed. Cart will be recalculated.","Pengaturan tersimpan, gudang diperbarui, dan mode pajak diubah. Keranjang belanja akan dihitung ulang.",""
"Settings saved and warehouse updated. Reloading stock...","Pengaturan tersimpan dan gudang telah diperbarui. Memuat ulang stok...",""
"Failed to save settings","Gagal menyimpan pengaturan",""
"{0}s ago","{0} detik yang lalu",""
"{0}m ago","{0} mnt lalu",""
"Sign in to POS Next","Masuk ke POS Next",""
"Login Failed","Gagal Masuk",""
"Enter your username or email","Masukkan nama pengguna atau email",""
"User ID / Email","ID atau Email",""
"Enter your password","Masukkan kata sandi",""
"Hide password","Sembunyikan kata sandi",""
"Show password","Tampilkan kata sandi",""
"Signing in...","Sedang masuk...",""
"Clear all items","Hapus semua item",""
"View all available offers","Lihat semua penawaran yang tersedia",""
"Apply coupon code","Gunakan kode kupon",""
"Create New Coupon","Buat Kode Kupon Baru",""
"No coupons found","Tidak ditemukan kupon",""
"Gift","Hadiah",""
"Used: {0}/{1}","Digunakan: {0}/{1}",""
"Used: {0}","Digunakan: {0}",""
"Select a Coupon","Pilih Kupon",""
"Choose a coupon from the list to view and edit, or create a new one to get started","Pilih kupon dari daftar untuk melihat dan mengedit, atau buat yang baru untuk memulai.",""
"You don't have permission to create coupons","Anda tidak memiliki izin untuk membuat kupon",""
"Coupon Details","Detail Kupon",""
"Fill in the details to create a new coupon","Isi detail untuk membuat kupon baru",""
"View and update coupon information","Lihat dan perbarui informasi kupon",""
"Create","Buat",""
"Coupon Name","Nama Kupon",""
"e.g., Summer Sale Coupon 2025","Contoh: Kupon Diskon Bulan Ramadhan 2025",""
"Coupon Type","Jenis Kupon",""
"Promotional","Promosi",""
"Gift Card","Kartu Hadiah",""
"Auto-generated if empty","Dibuat otomatis jika kosong",""
"Generate","Hasilkan",""
"Customer ID or Name","ID atau Nama Pelanggan",""
"Company","Perusahaan",""
"Discount Configuration","Konfigurasi Diskon",""
"Apply Discount On","Terapkan Diskon pada",""
"e.g., 20","misalnya, 20",""
"Amount in {0}","Jumlah dalam {0}",""
"Minimum Cart Amount","Jumlah Minimum Keranjang Belanja",""
"Optional minimum in {0}","Minimum opsional dalam {0}",""
"Maximum Discount Amount","Jumlah Diskon Maksimum",""
"Optional cap in {0}","Batas opsional dalam {0}",""
"Current Discount:","Diskon Saat Ini:",""
"{0}% off {1}","Diskon {0}% untuk {1}",""
"{0} off {1}","Diskon {0} untuk {1}",""
"(Min: {0})","(Min: {0})",""
"(Max Discount: {0})","(Diskon Maksimum: {0})",""
"Validity & Usage","Masa Berlaku & Pemakaian",""
"Unlimited","Tak Terbatas",""
"Only One Use Per Customer","Hanya dapat digunakan satu kali per pelanggan",""
"Coupon Status & Info","Status Kupon & Informasi",""
"Current Status","Status Saat Ini",""
"Created On","Tanggal pembuatan",""
"Last Modified","Terakhir Diubah",""
"Delete Coupon","Hapus Kupon",""
"-- No Campaign --","-- Tidak Ada Kampanye --",""
"Failed to load coupons","Gagal memuat kupon",""
"Failed to load coupon details","Detail kupon gagal dimuat",""
"Coupon created successfully","Kupon berhasil dibuat",""
"Failed to create coupon","Gagal membuat kupon",""
"Coupon updated successfully","Kupon berhasil diperbarui",""
"Failed to update coupon","Kupon gagal diperbarui",""
"Coupon status updated successfully","Status kupon berhasil diperbarui",""
"Failed to toggle coupon status","Gagal mengubah status kupon",""
"Coupon deleted successfully","Kupon berhasil dihapus",""
"Failed to delete coupon","Gagal menghapus kupon",""
"Please enter a coupon name","Silakan memasukkan nama kupon",""
"Please select a discount type","Silakan pilih jenis diskon",""
"Please enter a valid discount percentage (1-100)","Silakan masukkan persentase diskon yang valid (1-100)",""
"Please enter a valid discount amount","Silakan masukkan jumlah diskon yang valid.",""
"Please select a customer for gift card","Silakan pilih pelanggan untuk kartu hadiah (Gift Card)",""
"Cannot delete coupon as it has been used {0} times","Kupon tidak dapat dihapus karena telah digunakan {0} kali.",""
"Add to Cart","Tambahkan ke keranjang",""
"Warehouse","Gudang",""
"Search products...","Cari produk...",""
"Item Code","Kode Item",""
"Brand","Merek",""
"Transaction","Transaksi",""
"Pricing Rules","Aturan Harga",""
"Promo Schemes","Skema Promosi",""
"Return Reason","Alasan Pengembalian",""
"Settings saved. Tax mode is now \inclusive\"". Cart will be recalculated.""","Pengaturan tersimpan. Mode pajak sekarang inklusif"". Keranjang akan dihitung ulang.""",""
"Settings saved. Tax mode is now \exclusive\"". Cart will be recalculated.""","Pengaturan tersimpan. Mode pajak sekarang eksklusif"". Keranjang akan dihitung ulang.""",""
"This will clear all cached items, customers, and stock data. Invoices and drafts will be preserved.","Ini akan menghapus semua item, pelanggan, dan data stok yang tersimpan dalam cache. Faktur dan draf akan tetap tersimpan.",""
"Clear All Data","Hapus Semua Data",""
"Clearing...","Sedang menghapus...",""
"Confirm Clear Cache","Konfirmasi Hapus Cache",""
"Outstanding","Sisa Tagihan",""
"No Outstanding","Tidak ada sisa tagihan",""
"Pay Outstanding","Bayar Sisa Tagihan",""
"View Outstanding","Lihat Sisa Tagihan",""
"Search invoices...","Cari faktur...",""
"Invoice Management","Manajemen Faktur",""
"Manage Invoices","Manajemen Faktur",""
"All Invoices","Semua faktur",""
"Load More","Muat Lagi",""
"No more invoices","Tidak ada faktur lagi",""
"Failed to load invoices","Gagal memuat faktur",""
"Apply Filter","Terapkan Filter",""
"Reset Filter","Atur Ulang Filter",""
"Filter by Status","Filter berdasarkan Status",""
"Filter by Date","Filter berdasarkan Tanggal",""
"Show All","Tampilkan Semua",""
"Shift Details","Detail Shift",""
"Shift ID","Shift ID",""
"Cashier","Kasir",""
"Current Time","Waktu saat ini",""
"Cash Sales","Penjualan Tunai",""
"Card Sales","Penjualan Kartu",""
"Other Sales","Penjualan Lainnya",""
"Total Transactions","Total Transaksi",""
"Average Transaction","Transaksi Rata-Rata",""
"Shift Summary","Ringkasan Shift",""
"View Full Report","Lihat laporan lengkap",""
"Print Report","Cetak Laporan",""
"Export Data","Ekspor data",""
"Quick Actions","Aksi Cepat",""
"New Sale","Penjualan Baru",""
"Recent Activity","Aktivitas Terkini",""
"No recent activity","Tidak ada aktivitas terbaru",""
"Show All Activity","Lihat Semua Aktivitas",""
"Keyboard Shortcuts","Pintasan keyboard",""
"Press F1 for help","Tekan F1 untuk bantuan",""
"Press Enter to search","Tekan Enter untuk mencari",""
"Press Esc to close","Tekan Esc untuk menutup",""
"Scanning...","Memindai...",""
"Scan Complete","Pemindaian Selesai",""
"Scan Failed","Pemindaian Gagal",""
"Invalid Barcode","Barcode Tidak Valid",""
"Item Scanned","Item telah Dipindai.",""
"Multiple Results","Beberapa Hasil",""
"Select Item","Pilih Item",""
"Enter Quantity","Masukkan Jumlah",""
"Set Price","Atur Harga",""
"Custom Price","Harga Khusus",""
"Original Price","Harga Asli",""
"New Price","Harga Baru",""
"Price Changed","Harga Berubah",""
"Discount Applied","Diskon telah diterapkan",""
"Offer Applied","Penawaran telah diterapkan",""
"Coupon Applied","Kupon telah diterapkan",""
"Free Items Added","Item gratis telah ditambahkan",""
"Bundle Items","Paket Item",""
"View Bundle","Lihat Paket Item",""
"Expand Bundle","Perluas Paket Item",""
"Collapse Bundle","Perkecil Paket Item",""
"Stock Warning","Peringatan Stok",""
"Low Stock Warning","Peringatan Stok Menipis",""
"Only {0} left in stock","Stok tersisa {0}",""
"Continue Anyway","Tetap Lanjutkan",""
"Check Other Warehouses","Periksa Gudang Lain",""
"Transfer Stock","Transfer Stok",""
"Reserve Stock","Reservasi stok",""
"Stock Reserved","Stok Dicadangkan",""
"Reservation Expired","Reservasi telah kedaluwarsa",""
"Extend Reservation","Perpanjang Reservasi",""
"Release Reservation","Lepaskan Reservasi",""
"Customer Account","Akun Pelanggan",""
"Credit Limit","Batas kredit",""
"Credit Used","Kredit yang Digunakan",""
"Credit Exceeded","Kredit Terlampaui",""
"Requires Approval","Persetujuan Diperlukan",""
"Request Approval","Permohonan Persetujuan",""
"Approval Pending","Menunggu Persetujuan",""
"Loyalty Points","Poin Loyalitas",""
"Points Balance","Saldo Poin",""
"Redeem Points","Tukarkan Poin",""
"Points to Redeem","Poin yang Dapat Ditukarkan",""
"Points Value","Nilai Poin",""
"Points Earned","Poin yang Didapatkan",""
"Points Redeemed","Poin yang Ditukarkan",""
"No redeemable points available","Tidak ada poin yang dapat ditukarkan",""
"Points applied: {0}. Please pay remaining {1} with {2}","Poin yang diterapkan: {0}. Harap bayar sisa {1} dengan {2}",""
"Split Payment","Pisahkan Pembayaran",""
"Add Split","Tambah Split",""
"Remove Split","Hapus Split",""
"Split Amount","Jumlah Split",""
"Remaining to Pay","Sisa Pembayaran",""
"Payment Complete","Pembayaran Selesai",""
"Print Options","Opsi Cetak",""
"Print Preview","Pratinjau Cetak",""
"Printer Settings","Pengaturan Printer",""
"Select Printer","Pilih Printer",""
"Default Printer","Printer Bawaan",""
"Paper Size","Ukuran Kertas",""
"Print Copies","Cetak Salinan",""
"Include Logo","Sertakan logo",""
"Include QR Code","Sertakan QR Code",""
"Include Barcode","Sertakan barcode",""
"Compact Mode","Mode Ringkas",""
"Full Mode","Mode Lengkap",""
"Email Receipt","Kirim Struk via Email",""
"SMS Receipt","Kirim Struk via SMS",""
"WhatsApp Receipt","Kirim Struk via WhatsApp",""
"Receipt Sent","Struk Terkirim",""
"Failed to Send","Pengiriman Gagal",""
"Retry","Coba Lagi",""
"Skip","Lewati",""
"Done","Selesai",""
"Finish","Selesai",""
"Complete Sale","Selesaikan Penjualan",""
"New Transaction","Transaksi Baru",""
"Continue Shopping","Lanjutkan Berbelanja",""
"Start New Sale","Mulai Penjualan Baru",""
"View Receipt","Lihat Struk",""
"Download Receipt","Unduh Struk",""
"Share Receipt","Bagikan Struk",""
"Copy Link","Salin Tautan",""
"Link Copied","Tautan Disalin",""
"Invoice loaded to cart for editing","Faktur dimuat ke keranjang untuk diubah",""
"Campaign","Kampanye",""
"Referral Code","Kode Referensi (Referral)",""
